img_id,gt_lat,predicted_lat,gt_long,predicted_long,great_circle_distance,url
48d26c18476e43ad7fccfa101747c5bb.jpg,43.22,40.77,-88.1,-73.97,1196.79,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/48d/26c/48d26c18476e43ad7fccfa101747c5bb.jpg
eb9751937f6c5dbc814762553ba51a1.jpg,40.89,41.8,-73.79,-88.1,1197.74,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/eb9/751/eb9751937f6c5dbc814762553ba51a1.jpg
77ca479a7981310e9b1c4fc561eb86a.jpg,48.82,42.68,-97.23,-84.49,1198.47,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/77c/a47/77ca479a7981310e9b1c4fc561eb86a.jpg
27e85cdcb196f0a07e8420c49375bce.jpg,25.17,24.75,121.53,109.6,1203.11,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/27e/85c/27e85cdcb196f0a07e8420c49375bce.jpg
698a21c39bd766ae553e83ec352ace9.jpg,28.23,29.82,-82.29,-94.54,1203.56,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/698/a21/698a21c39bd766ae553e83ec352ace9.jpg
dae8ebf77e8eff72e811f265cc36d765.jpg,50.12,39.4,-122.96,-119.88,1216.27,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/dae/8eb/dae8ebf77e8eff72e811f265cc36d765.jpg
6774cc84bdb920277a82c8d34adbca.jpg,28.41,38.82,-81.46,-77.24,1221.32,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/677/4cc/6774cc84bdb920277a82c8d34adbca.jpg
a18bfeed82a9e94414e05991b7783bca.jpg,42.67,44.9,-78.39,-93.32,1222.5,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a18/bfe/a18bfeed82a9e94414e05991b7783bca.jpg
eb6ef0e0d573ecbcdd1b2723b7eb6ae.jpg,34.75,41.32,-86.53,-75.28,1224.43,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/eb6/ef0/eb6ef0e0d573ecbcdd1b2723b7eb6ae.jpg
9ee0da37845c916dd7f85f72ebced3f.jpg,55.53,47.93,13.36,0.42,1224.45,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/9ee/0da/9ee0da37845c916dd7f85f72ebced3f.jpg
eb6c25ecda5ee69b876589eef14d8fe.jpg,42.85,45.44,-2.67,12.33,1228.98,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/eb6/c25/eb6c25ecda5ee69b876589eef14d8fe.jpg
2656793633c315f683c81f372140d5.jpg,40.31,44.98,-79.55,-93.24,1231.8,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/265/679/2656793633c315f683c81f372140d5.jpg
5c16cad2d9b51b719988f5d2896397d.jpg,40.56,51.51,-3.62,-0.13,1247.27,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/5c1/6ca/5c16cad2d9b51b719988f5d2896397d.jpg
ef554fd2d9f573ea35d230e3afd83919.jpg,28.46,35.77,-81.51,-91.63,1251.01,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ef5/54f/ef554fd2d9f573ea35d230e3afd83919.jpg
473d25f33f4ee9b0a52be0342d4ad143.jpg,50.27,61.21,11.96,16.86,1254.17,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/473/d25/473d25f33f4ee9b0a52be0342d4ad143.jpg
1aee696568e94ed012925b9ca898b6.jpg,40.42,51.52,-3.7,-0.13,1264.61,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/1ae/e69/1aee696568e94ed012925b9ca898b6.jpg
205bb79f9b1145ce140bcd6cd394b91.jpg,40.41,51.52,-3.69,-0.13,1265.43,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/205/bb7/205bb79f9b1145ce140bcd6cd394b91.jpg
cd28da0a7f479f941814dce429e647b.jpg,40.41,51.52,-3.74,-0.13,1265.48,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cd2/8da/cd28da0a7f479f941814dce429e647b.jpg
7dbef28f7b727416c649693dc937c320.jpg,41.89,43.26,12.45,-2.93,1265.9,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7db/ef2/7dbef28f7b727416c649693dc937c320.jpg
81be879cb514a4ab2c7d8fab3d516de.jpg,40.42,51.75,-2.92,-1.25,1267.12,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/81b/e87/81be879cb514a4ab2c7d8fab3d516de.jpg
86b883831b45541ff62b681bd71d56.jpg,62.29,51.51,6.88,-0.13,1270.34,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/86b/883/86b883831b45541ff62b681bd71d56.jpg
d5596a8c438dfdd0856ccb47ef2bcfad.jpg,49.28,37.78,-123.12,-122.4,1279.72,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d55/96a/d5596a8c438dfdd0856ccb47ef2bcfad.jpg
47dab24b29e8cb7e58543df1d3a30dc.jpg,49.28,37.78,-123.1,-122.4,1279.76,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/47d/ab2/47dab24b29e8cb7e58543df1d3a30dc.jpg
158f7bddb0e59130ec205c94ab64d17a.jpg,49.27,37.77,-123.1,-122.39,1280.04,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/158/f7b/158f7bddb0e59130ec205c94ab64d17a.jpg
4f1a7a6be54de8d682e0eb68944aa1a7.jpg,42.52,41.32,-90.7,-75.28,1281.03,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/4f1/a7a/4f1a7a6be54de8d682e0eb68944aa1a7.jpg
cfc4c34bc899d9a6dc3e3585197563db.jpg,36.9,46.95,15.14,7.46,1284.62,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cfc/4c3/cfc4c34bc899d9a6dc3e3585197563db.jpg
1aa4ff2da333fdfe27ce1917c8.jpg,40.9,43.38,-4.02,11.23,1285.76,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/1aa/4ff/1aa4ff2da333fdfe27ce1917c8.jpg
52a180f5a5f14d787c8b912857ab632.jpg,40.14,51.51,-3.42,-0.13,1289.54,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/52a/180/52a180f5a5f14d787c8b912857ab632.jpg
6d915cb38b74faa13585c783e0365983.jpg,34.49,45.85,-120.49,-123.9,1295.12,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6d9/15c/6d915cb38b74faa13585c783e0365983.jpg
4a2e5f6dc38f363dcb953aecdd9da8fe.jpg,27.7,26.69,86.72,99.78,1295.67,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/4a2/e5f/4a2e5f6dc38f363dcb953aecdd9da8fe.jpg
1769abc99064856ab027d23034905793.jpg,43.86,51.59,18.4,5.21,1305.51,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/176/9ab/1769abc99064856ab027d23034905793.jpg
629e6c6c2166955c7c39855cbbc78a.jpg,42.06,51.91,13.93,4.49,1306.17,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/629/e6c/629e6c6c2166955c7c39855cbbc78a.jpg
8deb4dcdc21bd841f18247c8014a1e8.jpg,42.99,41.32,-91.11,-75.28,1315.95,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/8de/b4d/8deb4dcdc21bd841f18247c8014a1e8.jpg
ea2f2617cec67d79313a8a874a826c0.jpg,40.42,50.85,-3.71,4.35,1316.1,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ea2/f26/ea2f2617cec67d79313a8a874a826c0.jpg
37a5ac929cbb48059c5c1a7f0baca3d.jpg,39.47,50.85,-0.38,4.35,1317.09,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/37a/5ac/37a5ac929cbb48059c5c1a7f0baca3d.jpg
ddc3a76a1f638ffbb96ce923df747.jpg,42.7,52.52,23.32,13.38,1319.31,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ddc/3a7/ddc3a76a1f638ffbb96ce923df747.jpg
27887e9b670b551e43741756d3ff2b7.jpg,41.64,43.77,-4.73,11.26,1325.01,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/278/87e/27887e9b670b551e43741756d3ff2b7.jpg
423f6e174ec0e5cd446ac9ea62d785dd.jpg,41.29,43.38,-4.69,11.23,1326.93,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/423/f6e/423f6e174ec0e5cd446ac9ea62d785dd.jpg
948877eec09f5e38d2142fd4b2174.jpg,-21.97,-12.98,-46.77,-38.51,1328.52,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/948/877/948877eec09f5e38d2142fd4b2174.jpg
3c52115c9f19f354a52c61f43ed541f.jpg,41.15,51.54,-8.62,-0.01,1328.89,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/3c5/211/3c52115c9f19f354a52c61f43ed541f.jpg
f878111e878822876c69926e1aa3ce6.jpg,39.86,51.51,-4.03,-0.08,1330.74,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f87/811/f878111e878822876c69926e1aa3ce6.jpg
c85f3896c018f5534180f85d265f9d18.jpg,45.51,34,-122.69,-118.33,1332.89,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c85/f38/c85f3896c018f5534180f85d265f9d18.jpg
e48171ec5b8d57b5de71b6c2b374394a.jpg,45.52,34,-122.69,-118.33,1333.69,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/e48/171/e48171ec5b8d57b5de71b6c2b374394a.jpg
64e730919ae6a863be71a38ac9392c58.jpg,35.79,38.9,-91.62,-77.02,1334.06,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/64e/730/64e730919ae6a863be71a38ac9392c58.jpg
2c8f912e5376f1ce5da416741f7344eb.jpg,39.59,37.76,-107.18,-122.42,1336.49,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/2c8/f91/2c8f912e5376f1ce5da416741f7344eb.jpg
8a3b7eb547fb1f03db942c466821d8.jpg,45.81,51.51,15.99,-0.13,1339.15,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/8a3/b7e/8a3b7eb547fb1f03db942c466821d8.jpg
fefd1c8a1f4f7625e2466d80dab81.jpg,51.09,40.42,4.36,-3.7,1339.44,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/fef/d1c/fefd1c8a1f4f7625e2466d80dab81.jpg
27ed4fd042e56117e71fe169422059fd.jpg,50.09,41.4,14.4,2.17,1350.73,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/27e/d4f/27ed4fd042e56117e71fe169422059fd.jpg
6cf46212ac66bf6990b697f6ea4d623a.jpg,44.99,33.13,-93.26,-97.19,1361.8,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6cf/462/6cf46212ac66bf6990b697f6ea4d623a.jpg
1cb4d4d4cf0cbadd435773c26125bd.jpg,59.17,52.21,18.14,0.12,1362.66,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/1cb/4d4/1cb4d4d4cf0cbadd435773c26125bd.jpg
b62ca39430b2fcf787ca9194e0859371.jpg,46.06,53.59,14.52,-0.58,1364.17,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b62/ca3/b62ca39430b2fcf787ca9194e0859371.jpg
b0605d8e397a9bd5bff331f153f378f9.jpg,48.17,53.34,11.53,-6.29,1374.41,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b06/05d/b0605d8e397a9bd5bff331f153f378f9.jpg
386a259fa24da8c9c1d045ce5cc733e8.jpg,41.51,36.15,-81.61,-95.97,1377.5,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/386/a25/386a259fa24da8c9c1d045ce5cc733e8.jpg
a514f067c1e890c0b5fefe954ae8dd1b.jpg,55.33,43.05,-4.81,-2.17,1378.71,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a51/4f0/a514f067c1e890c0b5fefe954ae8dd1b.jpg
366d9bff4f6dd81ea2b8369aa7e1f.jpg,41.57,41,-90.4,-73.89,1378.9,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/366/d9b/366d9bff4f6dd81ea2b8369aa7e1f.jpg
fef9da7c1fb3e8b4b7a813266f99a7.jpg,49.84,52.08,24.03,4.27,1401.41,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/fef/9da/fef9da7c1fb3e8b4b7a813266f99a7.jpg
713b7a6c8e2f169a814cd147bb2f6524.jpg,30.58,37.56,114.26,126.98,1403.63,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/713/b7a/713b7a6c8e2f169a814cd147bb2f6524.jpg
7977252dce8b327412f41daecf44ad45.jpg,36,41.71,-78.92,-93.48,1409.1,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/797/725/7977252dce8b327412f41daecf44ad45.jpg
92234e2336e64a38119724185034b2b.jpg,38.62,45.41,-90.19,-75.69,1411.9,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/922/34e/92234e2336e64a38119724185034b2b.jpg
26c9485a827fda1df44dcaef79a5c86.jpg,50.06,51.5,19.94,-0.12,1414.88,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/26c/948/26c9485a827fda1df44dcaef79a5c86.jpg
6847b89a8516888adfb880d8a8b382.jpg,57.83,47.05,18.61,7.08,1426.32,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/684/7b8/6847b89a8516888adfb880d8a8b382.jpg
a27545256b26db4ea346bc925ca61e52.jpg,34.81,38.88,-92.47,-77.12,1436.2,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a27/545/a27545256b26db4ea346bc925ca61e52.jpg
6f56f42bf6e5fa53d45729d96d798ec3.jpg,47.74,51.39,16.89,-2.37,1442.11,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6f5/6f4/6f56f42bf6e5fa53d45729d96d798ec3.jpg
55b06ef76df3b8d645f26b148a8f368.jpg,54.38,46.82,-3.1,13.61,1442.57,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/55b/06e/55b06ef76df3b8d645f26b148a8f368.jpg
6970f0cceb9a2f2a2f4e5f1c9d6033.jpg,43.16,47.06,-4.81,12.81,1445.23,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/697/0f0/6970f0cceb9a2f2a2f4e5f1c9d6033.jpg
376741f07616fc54e27e4f68185964b.jpg,37.94,25.73,27.35,32.75,1450.44,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/376/741/376741f07616fc54e27e4f68185964b.jpg
fde143b2a27b4e251c3d1a27aa9840.jpg,42.36,40.24,-71.09,-88.26,1451,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/fde/143/fde143b2a27b4e251c3d1a27aa9840.jpg
941918ff5d563eb17f81ae77519854.jpg,42.36,40.24,-71.09,-88.26,1451,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/941/918/941918ff5d563eb17f81ae77519854.jpg
3cb32ad98a33c29172e270ad54c5a44.jpg,48.86,38.73,2.35,-9.16,1452.6,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/3cb/32a/3cb32ad98a33c29172e270ad54c5a44.jpg
effcac38e2b414e789207244e83501f.jpg,33.78,44.98,-84.4,-93.24,1456.43,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/eff/cac/effcac38e2b414e789207244e83501f.jpg
c14c5d78ad9e10bcbf9342c89a20fef7.jpg,46.61,57.19,7.29,-5.41,1458.31,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c14/c5d/c14c5d78ad9e10bcbf9342c89a20fef7.jpg
8ec59f6841665ab73caa990d163eb.jpg,10.31,23,123.89,120.2,1464.34,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/8ec/59f/8ec59f6841665ab73caa990d163eb.jpg
62774a22f921637c2dc37dab3b15228.jpg,53.16,59.9,-119.13,-139.86,1465.93,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/627/74a/62774a22f921637c2dc37dab3b15228.jpg
6d6655c69f9cf0c424e354abd1624f38.jpg,42.5,30.3,-87.96,-81.67,1467.47,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6d6/655/6d6655c69f9cf0c424e354abd1624f38.jpg
535c75a151dc9c37ee5dd8bb57decd8.jpg,43.1,30.55,-77.9,-83.01,1468.15,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/535/c75/535c75a151dc9c37ee5dd8bb57decd8.jpg
d2468cc9c027ee64d6049f95fb2cb1.jpg,54.9,50.97,23.89,2.78,1474,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d24/68c/d2468cc9c027ee64d6049f95fb2cb1.jpg
65ddb077c952d79a51f77cb784cd45.jpg,41.9,50.72,12.52,-1.9,1474.02,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/65d/db0/65ddb077c952d79a51f77cb784cd45.jpg
e5e766b174fb6444ac9fa5d167278.jpg,59,45.77,6.58,4.84,1475.96,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/e5e/766/e5e766b174fb6444ac9fa5d167278.jpg
fa6e2c9e9e726927b981a0574bd1d4e.jpg,41.72,51.24,12.71,-0.88,1479.64,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/fa6/e2c/fa6e2c9e9e726927b981a0574bd1d4e.jpg
8ce8a7095ae3cef7b8b98bc3174b3f2.jpg,46.77,52.37,23.59,4.89,1479.72,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/8ce/8a7/8ce8a7095ae3cef7b8b98bc3174b3f2.jpg
c5bc74eadd6433ee2b954b6815d44a4.jpg,40.42,52.36,-3.71,4.88,1480.48,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c5b/c74/c5bc74eadd6433ee2b954b6815d44a4.jpg
cf2cf98eca678ee8ecc7f91990b53010.jpg,43.77,41.01,11.25,28.98,1484.66,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cf2/cf9/cf2cf98eca678ee8ecc7f91990b53010.jpg
7e581cdaecd2fe4fa1a518c5cb83c9d.jpg,35.69,37.82,-105.95,-122.48,1488.99,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7e5/81c/7e581cdaecd2fe4fa1a518c5cb83c9d.jpg
29e1192ed223d2f3c9bcb26635a5d32.jpg,40.75,28.51,-74.01,-80.66,1489.22,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/29e/119/29e1192ed223d2f3c9bcb26635a5d32.jpg
dffd3622b5952648d8d2283d68f8137.jpg,38.92,44.98,-77.04,-93.16,1490.59,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/dff/d36/dffd3622b5952648d8d2283d68f8137.jpg
828a58c2675eb9321f2d99a796b211.jpg,34.07,25.05,133,121.52,1494.33,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/828/a58/828a58c2675eb9321f2d99a796b211.jpg
bf3af23b263328fb5da2ef74bf65f8a.jpg,45.51,32.73,-122.72,-117.15,1498.63,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/bf3/af2/bf3af23b263328fb5da2ef74bf65f8a.jpg
b7b97bb9fb18edc35749458972b2fa99.jpg,47.41,34,-120.27,-118.33,1500.48,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b7b/97b/b7b97bb9fb18edc35749458972b2fa99.jpg
ec7b2f80a5ea2255166e95642747bdf.jpg,44.95,38.9,-93.32,-77.02,1503.24,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ec7/b2f/ec7b2f80a5ea2255166e95642747bdf.jpg
a67ad9b7ba378be32fb6f564411f88.jpg,29.65,34.79,91.1,76.22,1509.84,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a67/ad9/a67ad9b7ba378be32fb6f564411f88.jpg
eb648c378ff0fc1f5ee755bbb28eafe9.jpg,42.34,55.95,-3.72,-3.2,1513.94,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/eb6/48c/eb648c378ff0fc1f5ee755bbb28eafe9.jpg
12da85a029c64ae7e2f5f82b2ce41621.jpg,35.08,40.58,-89.81,-73.98,1515.57,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/12d/a85/12da85a029c64ae7e2f5f82b2ce41621.jpg
67abb56dbbf4e6d7bc5b24559a8078.jpg,29.72,41.88,-95.39,-87.62,1521.11,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/67a/bb5/67abb56dbbf4e6d7bc5b24559a8078.jpg
d244553eb23a847dbf628c90863a4b.jpg,38.89,25.19,-77.04,-77.51,1523.85,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d24/455/d244553eb23a847dbf628c90863a4b.jpg
5b7b2f9f792bb9b1424c1239ab2ff8d.jpg,43.5,52.87,16.44,1.17,1532.77,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/5b7/b2f/5b7b2f9f792bb9b1424c1239ab2ff8d.jpg
4125635af6438bd464c4b35b28091bd.jpg,40.78,28.45,-73.93,-81.47,1533.29,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/412/563/4125635af6438bd464c4b35b28091bd.jpg
2b6557cc8140ec963a2c732221222c9.jpg,34.14,47.61,-118.2,-122.32,1537.13,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/2b6/557/2b6557cc8140ec963a2c732221222c9.jpg
25d2e8453fb742ecf69d18aff52a9d.jpg,36.57,49.01,-121.79,-113.46,1539.16,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/25d/2e8/25d2e8453fb742ecf69d18aff52a9d.jpg
a3394ace99ebf56d61852e99642defe.jpg,41.9,51.39,12.47,-2.37,1542.53,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a33/94a/a3394ace99ebf56d61852e99642defe.jpg
a5f5b16b698aac6e8f3d53131f75cc.jpg,43.47,36.15,-80.55,-95.97,1545.32,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a5f/5b1/a5f5b16b698aac6e8f3d53131f75cc.jpg
d59f8df719a68f0f493ff51c6d3ded7.jpg,32.27,37.76,-106.79,-122.42,1545.67,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d59/f8d/d59f8df719a68f0f493ff51c6d3ded7.jpg
fd81cb541dbd5e3afa7aa92921214.jpg,39.95,41.71,-75.22,-93.48,1545.81,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/fd8/1cb/fd81cb541dbd5e3afa7aa92921214.jpg
fc66d84551bd6604e2eb9d0d6e4b3e2.jpg,40.26,29.82,-105.83,-94.54,1547.04,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/fc6/6d8/fc66d84551bd6604e2eb9d0d6e4b3e2.jpg
955c6a1ee025ec77c5686eff23ea5924.jpg,47.63,34.05,-122.34,-118.26,1548.72,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/955/c6a/955c6a1ee025ec77c5686eff23ea5924.jpg
4ca4d2cf46e8df5bf6cad63224e27b.jpg,40.44,29.74,-84.38,-95.45,1555.33,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/4ca/4d2/4ca4d2cf46e8df5bf6cad63224e27b.jpg
1994fe103358b87fe6f75c6479a67cf9.jpg,37.71,25.73,41.4,32.75,1562.08,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/199/4fe/1994fe103358b87fe6f75c6479a67cf9.jpg
5fca78dad161342ca36656de6017a215.jpg,39.93,37.25,32.86,15.17,1562.74,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/5fc/a78/5fca78dad161342ca36656de6017a215.jpg
9dd3fdce39882d745cff06f4d2faa1a.jpg,42.52,48.78,27.46,9.21,1574.52,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/9dd/3fd/9dd3fdce39882d745cff06f4d2faa1a.jpg
85df484c2936d620e4d79e7ec170cec1.jpg,40.18,39.94,97.82,116.4,1578.02,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/85d/f48/85df484c2936d620e4d79e7ec170cec1.jpg
cfd2cd38c1cafbda5849945092ec60e7.jpg,53.13,64.13,-4.31,-21.85,1579.14,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cfd/2cd/cfd2cd38c1cafbda5849945092ec60e7.jpg
3bdf8830b03888fdcc4757acf7b8183a.jpg,51.51,38.73,-0.11,-9.16,1585.52,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/3bd/f88/3bdf8830b03888fdcc4757acf7b8183a.jpg
9729574f1d17fc26abd07f1a5a2662a.jpg,48.3,43.26,16.33,-2.93,1589.74,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/972/957/9729574f1d17fc26abd07f1a5a2662a.jpg
df423ae5e01871d7e9b79c39df8dd9bf.jpg,57.44,68.11,-5.68,15.65,1591.42,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/df4/23a/df423ae5e01871d7e9b79c39df8dd9bf.jpg
516fa78016d6225b738e23cdcc6a857a.jpg,31.76,37.78,-106.49,-122.4,1597.53,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/516/fa7/516fa78016d6225b738e23cdcc6a857a.jpg
a4d0e8f272225439983a5a73f9fbf9.jpg,37.77,31.78,-122.43,-106.48,1598.71,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a4d/0e8/a4d0e8f272225439983a5a73f9fbf9.jpg
919c2a1fdd469aeea3add4d707b57b4.jpg,32.06,35.01,118.8,135.74,1601.7,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/919/c2a/919c2a1fdd469aeea3add4d707b57b4.jpg
55ed7b64387174657c255a8ec85.jpg,39.62,38.96,-76.71,-95.4,1607.8,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/55e/d7b/55ed7b64387174657c255a8ec85.jpg
4adeb42cacd754792c503410f696bd5.jpg,37.17,51.54,-118.7,-116.21,1609.5,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/4ad/eb4/4adeb42cacd754792c503410f696bd5.jpg
7a924386bcdcdb5dfce2a71559a2574.jpg,55.74,52.52,37.61,13.38,1610.34,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7a9/243/7a924386bcdcdb5dfce2a71559a2574.jpg
f83f238555531386e194c479adce47d.jpg,42.91,47.31,-8.39,11.29,1615.23,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f83/f23/f83f238555531386e194c479adce47d.jpg
a5e7ee7a274ea0a4807fdcdd6052fa61.jpg,44.9,40.76,-93.08,-73.99,1619.49,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a5e/7ee/a5e7ee7a274ea0a4807fdcdd6052fa61.jpg
e49ca339fbbb779be52f146d56fd55e.jpg,43.86,51.51,18.42,-0.13,1621.81,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/e49/ca3/e49ca339fbbb779be52f146d56fd55e.jpg
b7256a08eca1d1cb7ca9b925dd89e.jpg,42.04,28.45,-88,-81.47,1622.31,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b72/56a/b7256a08eca1d1cb7ca9b925dd89e.jpg
7aa25e5ced51d617b445a2de88a92f8.jpg,44.94,40.77,-93.1,-73.97,1622.42,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7aa/25e/7aa25e5ced51d617b445a2de88a92f8.jpg
28dae0aa3a58993948ee6c9d987fa3e.jpg,45.99,60.42,9.26,5.33,1624.82,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/28d/ae0/28dae0aa3a58993948ee6c9d987fa3e.jpg
6daa46ccdbde641ab4a7251d9443758.jpg,54.97,43.38,-2.7,11.23,1632.47,https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6da/a46/6daa46ccdbde641ab4a7251d9443758.jpg
